product,week_start,sales,last-1_week_sales,last-1_week_diff,last-2_week_sales,last-2_week_diff
4828,2022-04-25,0,0.0,0.0,0.0,0.0
4830,2022-04-25,0,0.0,-4.0,4.0,4.0
4831,2022-04-25,0,0.0,0.0,0.0,0.0
4832,2022-04-25,6,21.0,19.0,2.0,-4.0
4836,2022-04-25,2,2.0,1.0,1.0,0.0
4837,2022-04-25,0,0.0,0.0,0.0,0.0
4839,2022-04-25,0,0.0,0.0,0.0,0.0
4843,2022-04-25,2,0.0,-1.0,1.0,1.0
4845,2022-04-25,0,1.0,0.0,1.0,0.0
4850,2022-04-25,0,0.0,0.0,0.0,0.0
4859,2022-04-25,0,1.0,1.0,0.0,0.0
4862,2022-04-25,4,4.0,-3.0,7.0,1.0
4863,2022-04-25,0,0.0,0.0,0.0,0.0
4867,2022-04-25,1,1.0,0.0,1.0,-2.0
4889,2022-04-25,0,0.0,0.0,0.0,-126.0
4890,2022-04-25,0,0.0,0.0,0.0,-34.0
4892,2022-04-25,16,5.0,-26.0,31.0,17.0
4898,2022-04-25,0,0.0,0.0,0.0,0.0
4902,2022-04-25,28,14.0,-16.0,30.0,4.0
4904,2022-04-25,41,12.0,-13.0,25.0,11.0
4911,2022-04-25,0,0.0,0.0,0.0,-6.0
4923,2022-04-25,0,0.0,0.0,0.0,0.0
4926,2022-04-25,3,4.0,1.0,3.0,2.0
4927,2022-04-25,1,0.0,0.0,0.0,0.0
4929,2022-04-25,0,0.0,0.0,0.0,-1.0
4931,2022-04-25,0,0.0,0.0,0.0,0.0
4938,2022-04-25,0,2.0,2.0,0.0,-2.0
4942,2022-04-25,0,0.0,0.0,0.0,0.0
4943,2022-04-25,0,0.0,0.0,0.0,0.0
4946,2022-04-25,0,0.0,-2.0,2.0,2.0
4950,2022-04-25,0,1.0,-2.0,3.0,3.0
4951,2022-04-25,0,0.0,-2.0,2.0,2.0
4957,2022-04-25,0,0.0,0.0,0.0,0.0
4964,2022-04-25,3,0.0,-13.0,13.0,13.0
4966,2022-04-25,0,0.0,0.0,0.0,0.0
4973,2022-04-25,71,3.0,-4.0,7.0,4.0
4974,2022-04-25,9,6.0,-1.0,7.0,5.0
4975,2022-04-25,1,0.0,0.0,0.0,0.0
4976,2022-04-25,5,0.0,-1.0,1.0,1.0
4977,2022-04-25,2,4.0,-14.0,18.0,13.0
4979,2022-04-25,3,0.0,0.0,0.0,0.0
4980,2022-04-25,6,18.0,13.0,5.0,-13.0
4984,2022-04-25,0,0.0,0.0,0.0,0.0
4990,2022-04-25,0,0.0,0.0,0.0,0.0
4994,2022-04-25,4,1.0,1.0,0.0,-3.0
4995,2022-04-25,1,5.0,1.0,4.0,-6.0
4997,2022-04-25,0,0.0,0.0,0.0,-3.0
5000,2022-04-25,0,0.0,0.0,0.0,-4.0
5004,2022-04-25,2,0.0,0.0,0.0,-1.0
5008,2022-04-25,0,0.0,0.0,0.0,0.0
5010,2022-04-25,0,0.0,0.0,0.0,0.0
5012,2022-04-25,0,0.0,0.0,0.0,0.0
5014,2022-04-25,0,0.0,0.0,0.0,0.0
5018,2022-04-25,0,0.0,0.0,0.0,0.0
5019,2022-04-25,0,0.0,0.0,0.0,0.0
5021,2022-04-25,1,0.0,-2.0,2.0,1.0
5028,2022-04-25,0,197.0,197.0,0.0,0.0
5030,2022-04-25,1,0.0,0.0,0.0,-3.0
5031,2022-04-25,5,5.0,5.0,0.0,0.0
5033,2022-04-25,4,9.0,6.0,3.0,-5.0
5034,2022-04-25,6,8.0,3.0,5.0,-4.0
5037,2022-04-25,0,0.0,0.0,0.0,0.0
5040,2022-04-25,0,0.0,0.0,0.0,0.0
5041,2022-04-25,22,15.0,-2.0,17.0,12.0
5046,2022-04-25,0,0.0,-1.0,1.0,1.0
5047,2022-04-25,2,2.0,-1.0,3.0,1.0
5051,2022-04-25,0,0.0,-1.0,1.0,1.0
5055,2022-04-25,0,3.0,-1.0,4.0,2.0
5059,2022-04-25,0,0.0,0.0,0.0,0.0
5064,2022-04-25,0,0.0,0.0,0.0,0.0
5065,2022-04-25,0,0.0,0.0,0.0,0.0
5066,2022-04-25,18,31.0,11.0,20.0,14.0
5069,2022-04-25,0,0.0,0.0,0.0,0.0
5070,2022-04-25,0,0.0,0.0,0.0,0.0
5071,2022-04-25,17,12.0,5.0,7.0,0.0
5072,2022-04-25,0,0.0,-1.0,1.0,-2.0
5075,2022-04-25,2,8.0,8.0,0.0,0.0
5076,2022-04-25,2,10.0,10.0,0.0,0.0
5077,2022-04-25,0,0.0,0.0,0.0,0.0
5079,2022-04-25,6,7.0,-6.0,13.0,4.0
5082,2022-04-25,25,4.0,4.0,0.0,0.0
5083,2022-04-25,0,4.0,4.0,0.0,0.0
5086,2022-04-25,0,0.0,0.0,0.0,0.0
5088,2022-04-25,1,0.0,-1.0,1.0,0.0
5091,2022-04-25,11,8.0,4.0,4.0,-4.0
5094,2022-04-25,0,0.0,0.0,0.0,0.0
5097,2022-04-25,0,0.0,0.0,0.0,0.0
5102,2022-04-25,0,0.0,0.0,0.0,0.0
5104,2022-04-25,0,0.0,-9.0,9.0,9.0
5105,2022-04-25,0,0.0,-6.0,6.0,6.0
5112,2022-04-25,0,0.0,-1.0,1.0,1.0
5115,2022-04-25,0,0.0,0.0,0.0,0.0
5123,2022-04-25,0,0.0,-4.0,4.0,4.0
5126,2022-04-25,4,2.0,0.0,2.0,2.0
5128,2022-04-25,0,0.0,0.0,0.0,0.0
5131,2022-04-25,7,10.0,-9.0,19.0,5.0
5134,2022-04-25,1,0.0,0.0,0.0,0.0
5136,2022-04-25,1,7.0,-2.0,9.0,1.0
5137,2022-04-25,15,3.0,3.0,0.0,0.0
5141,2022-04-25,3,0.0,0.0,0.0,0.0
5142,2022-04-25,42,5.0,-21.0,26.0,7.0
5143,2022-04-25,0,0.0,0.0,0.0,0.0
5144,2022-04-25,0,0.0,0.0,0.0,0.0
5145,2022-04-25,0,0.0,0.0,0.0,0.0
5146,2022-04-25,0,0.0,0.0,0.0,0.0
5147,2022-04-25,0,0.0,0.0,0.0,0.0
5148,2022-04-25,0,0.0,0.0,0.0,0.0
5149,2022-04-25,9,21.0,21.0,0.0,0.0
5155,2022-04-25,3,2.0,2.0,0.0,0.0
5160,2022-04-25,5,2.0,2.0,0.0,0.0
5163,2022-04-25,3,4.0,-3.0,7.0,0.0
5164,2022-04-25,0,4.0,4.0,0.0,0.0
5168,2022-04-25,0,0.0,0.0,0.0,0.0
5169,2022-04-25,0,0.0,0.0,0.0,0.0
5176,2022-04-25,4,1.0,1.0,0.0,0.0
5177,2022-04-25,5,0.0,-2.0,2.0,2.0
5178,2022-04-25,0,0.0,-1.0,1.0,-1.0
5185,2022-04-25,27,23.0,1.0,22.0,-3.0
5193,2022-04-25,4,4.0,-4.0,8.0,6.0
5203,2022-04-25,0,6.0,6.0,0.0,0.0
5206,2022-04-25,0,0.0,0.0,0.0,-4.0
5207,2022-04-25,0,0.0,0.0,0.0,0.0
5216,2022-04-25,0,0.0,0.0,0.0,0.0
5217,2022-04-25,0,0.0,0.0,0.0,0.0
5219,2022-04-25,0,1.0,0.0,1.0,1.0
5220,2022-04-25,0,1.0,1.0,0.0,0.0
5222,2022-04-25,1,0.0,0.0,0.0,0.0
5223,2022-04-25,1,0.0,0.0,0.0,0.0
5224,2022-04-25,0,0.0,0.0,0.0,0.0
5225,2022-04-25,1,0.0,0.0,0.0,0.0
5226,2022-04-25,0,0.0,0.0,0.0,0.0
5227,2022-04-25,0,0.0,0.0,0.0,-4.0
5228,2022-04-25,0,0.0,0.0,0.0,0.0
5232,2022-04-25,0,3.0,3.0,0.0,0.0
5246,2022-04-25,37,28.0,-8.0,36.0,20.0
5250,2022-04-25,0,0.0,0.0,0.0,0.0
5251,2022-04-25,0,0.0,0.0,0.0,0.0
5255,2022-04-25,15,12.0,4.0,8.0,8.0
5261,2022-04-25,0,1.0,1.0,0.0,0.0
5262,2022-04-25,0,0.0,0.0,0.0,-2.0
5267,2022-04-25,4,0.0,0.0,0.0,0.0
5270,2022-04-25,12,0.0,0.0,0.0,0.0
5271,2022-04-25,39,0.0,0.0,0.0,0.0
5273,2022-04-25,55,12.0,6.0,6.0,0.0
5274,2022-04-25,1,6.0,6.0,0.0,0.0
5282,2022-04-25,2,7.0,7.0,0.0,0.0
5284,2022-04-25,0,0.0,0.0,0.0,-14.0
5296,2022-04-25,0,0.0,0.0,0.0,0.0
5301,2022-04-25,12,4.0,0.0,4.0,-25.0
5308,2022-04-25,5,4.0,2.0,2.0,-12.0
5310,2022-04-25,11,0.0,-1.0,1.0,-2.0
5315,2022-04-25,0,0.0,0.0,0.0,0.0
5317,2022-04-25,28,29.0,-13.0,42.0,37.0
5321,2022-04-25,2,12.0,11.0,1.0,-14.0
5324,2022-04-25,0,0.0,0.0,0.0,0.0
5325,2022-04-25,0,0.0,-1.0,1.0,1.0
5326,2022-04-25,0,0.0,0.0,0.0,0.0
5329,2022-04-25,0,0.0,-4.0,4.0,-6.0
5330,2022-04-25,7,0.0,-2.0,2.0,-7.0
5333,2022-04-25,0,0.0,0.0,0.0,0.0
5339,2022-04-25,0,0.0,0.0,0.0,0.0
5341,2022-04-25,0,0.0,0.0,0.0,-1.0
5345,2022-04-25,0,0.0,-2.0,2.0,-1.0
5348,2022-04-25,6,0.0,0.0,0.0,0.0
5366,2022-04-25,0,128.0,128.0,0.0,0.0
5367,2022-04-25,0,0.0,0.0,0.0,0.0
5396,2022-04-25,0,0.0,0.0,0.0,0.0
5397,2022-04-25,0,0.0,0.0,0.0,0.0
5401,2022-04-25,0,0.0,-2.0,2.0,2.0
5403,2022-04-25,8,0.0,0.0,0.0,0.0
5404,2022-04-25,0,7.0,7.0,0.0,0.0
5409,2022-04-25,0,3.0,3.0,0.0,0.0
5410,2022-04-25,0,0.0,0.0,0.0,0.0
5415,2022-04-25,0,1.0,1.0,0.0,0.0
5427,2022-04-25,0,0.0,0.0,0.0,0.0
5428,2022-04-25,0,3.0,3.0,0.0,0.0
5432,2022-04-25,0,0.0,0.0,0.0,0.0
5435,2022-04-25,0,0.0,0.0,0.0,0.0
5436,2022-04-25,0,1.0,1.0,0.0,0.0
5439,2022-04-25,0,0.0,0.0,0.0,0.0
5441,2022-04-25,0,0.0,0.0,0.0,0.0
5442,2022-04-25,0,0.0,0.0,0.0,0.0
5454,2022-04-25,0,1.0,1.0,0.0,0.0
5456,2022-04-25,1,1.0,1.0,0.0,0.0
5465,2022-04-25,0,0.0,0.0,0.0,0.0
5467,2022-04-25,0,0.0,0.0,0.0,0.0
5471,2022-04-25,0,0.0,0.0,0.0,0.0
5473,2022-04-25,0,0.0,0.0,0.0,0.0
5477,2022-04-25,0,1.0,1.0,0.0,0.0
5480,2022-04-25,0,0.0,0.0,0.0,0.0
5484,2022-04-25,0,1.0,1.0,0.0,0.0
5490,2022-04-25,0,0.0,0.0,0.0,0.0
5491,2022-04-25,0,0.0,0.0,0.0,0.0
5518,2022-04-25,0,0.0,0.0,0.0,0.0
5524,2022-04-25,0,0.0,0.0,0.0,0.0
5532,2022-04-25,0,7.0,7.0,0.0,0.0
5535,2022-04-25,0,0.0,0.0,0.0,0.0
5537,2022-04-25,0,0.0,0.0,0.0,0.0
5567,2022-04-25,0,0.0,0.0,0.0,0.0
5568,2022-04-25,0,0.0,0.0,0.0,0.0
5579,2022-04-25,0,0.0,0.0,0.0,0.0
5611,2022-04-25,0,0.0,0.0,0.0,0.0
5616,2022-04-25,0,0.0,0.0,0.0,0.0
6175,2022-04-25,0,0.0,0.0,0.0,0.0
6183,2022-04-25,0,0.0,0.0,0.0,0.0
6194,2022-04-25,0,0.0,0.0,0.0,0.0
6222,2022-04-25,0,0.0,0.0,0.0,0.0
6250,2022-04-25,0,0.0,0.0,0.0,0.0
6251,2022-04-25,0,0.0,0.0,0.0,0.0
6252,2022-04-25,0,0.0,0.0,0.0,0.0
6267,2022-04-25,0,1.0,1.0,0.0,0.0
6268,2022-04-25,0,0.0,0.0,0.0,0.0
6316,2022-04-25,0,0.0,0.0,0.0,0.0
6359,2022-04-25,0,0.0,0.0,0.0,0.0
155,2022-05-02,0,0.0,0.0,0.0,0.0
156,2022-05-02,0,0.0,0.0,0.0,0.0
166,2022-05-02,1,0.0,0.0,0.0,0.0
175,2022-05-02,0,0.0,0.0,0.0,0.0
242,2022-05-02,0,0.0,0.0,0.0,0.0
300,2022-05-02,0,0.0,0.0,0.0,-13.0
317,2022-05-02,7,4.0,-2.0,6.0,-1.0
337,2022-05-02,0,0.0,0.0,0.0,0.0
359,2022-05-02,33,32.0,-1.0,33.0,14.0
362,2022-05-02,0,0.0,-10.0,10.0,8.0
372,2022-05-02,0,0.0,-5.0,5.0,5.0
416,2022-05-02,0,0.0,-6.0,6.0,6.0
453,2022-05-02,0,0.0,0.0,0.0,-2.0
479,2022-05-02,65,30.0,-7.0,37.0,-43.0
527,2022-05-02,0,3.0,3.0,0.0,0.0
532,2022-05-02,0,0.0,0.0,0.0,0.0
533,2022-05-02,0,0.0,0.0,0.0,0.0
557,2022-05-02,0,0.0,-1.0,1.0,1.0
574,2022-05-02,8,8.0,-1.0,9.0,-1.0
576,2022-05-02,1,2.0,2.0,0.0,0.0
578,2022-05-02,0,11.0,3.0,8.0,-1.0
579,2022-05-02,0,0.0,-2.0,2.0,2.0
580,2022-05-02,3,0.0,0.0,0.0,0.0
581,2022-05-02,0,0.0,0.0,0.0,0.0
591,2022-05-02,0,0.0,0.0,0.0,0.0
605,2022-05-02,0,0.0,0.0,0.0,0.0
608,2022-05-02,0,0.0,0.0,0.0,0.0
609,2022-05-02,2,0.0,0.0,0.0,0.0
694,2022-05-02,4,17.0,7.0,10.0,-17.0
706,2022-05-02,0,0.0,0.0,0.0,0.0
707,2022-05-02,1,0.0,0.0,0.0,0.0
735,2022-05-02,0,0.0,0.0,0.0,0.0
846,2022-05-02,0,0.0,0.0,0.0,-1.0
847,2022-05-02,0,0.0,0.0,0.0,-2.0
852,2022-05-02,0,0.0,0.0,0.0,0.0
912,2022-05-02,0,0.0,0.0,0.0,0.0
916,2022-05-02,2,0.0,0.0,0.0,0.0
956,2022-05-02,8,1.0,1.0,0.0,-3.0
970,2022-05-02,0,0.0,0.0,0.0,0.0
971,2022-05-02,4,0.0,0.0,0.0,-6.0
975,2022-05-02,0,0.0,-3.0,3.0,3.0
1031,2022-05-02,0,1.0,1.0,0.0,0.0
1033,2022-05-02,0,0.0,-2.0,2.0,2.0
1035,2022-05-02,3,20.0,15.0,5.0,1.0
1038,2022-05-02,0,0.0,0.0,0.0,0.0
1041,2022-05-02,0,0.0,0.0,0.0,0.0
1042,2022-05-02,2,6.0,1.0,5.0,1.0
1053,2022-05-02,5,0.0,-5.0,5.0,-3.0
1059,2022-05-02,0,0.0,0.0,0.0,-2.0
1067,2022-05-02,2,12.0,8.0,4.0,-5.0
1101,2022-05-02,4,4.0,0.0,4.0,-3.0
1103,2022-05-02,0,0.0,-1.0,1.0,-1.0
1105,2022-05-02,8,14.0,11.0,3.0,-1.0
1107,2022-05-02,0,0.0,0.0,0.0,-5.0
1108,2022-05-02,0,0.0,0.0,0.0,0.0
1109,2022-05-02,0,0.0,0.0,0.0,0.0
1118,2022-05-02,4,13.0,0.0,13.0,4.0
1139,2022-05-02,0,2.0,2.0,0.0,-7.0
1140,2022-05-02,0,7.0,7.0,0.0,-20.0
1168,2022-05-02,8,8.0,-7.0,15.0,6.0
1169,2022-05-02,0,0.0,0.0,0.0,0.0
1178,2022-05-02,0,0.0,0.0,0.0,0.0
1193,2022-05-02,0,0.0,0.0,0.0,0.0
1202,2022-05-02,0,0.0,0.0,0.0,0.0
1241,2022-05-02,0,0.0,-7.0,7.0,5.0
1250,2022-05-02,0,0.0,0.0,0.0,0.0
1287,2022-05-02,0,0.0,0.0,0.0,0.0
1288,2022-05-02,0,0.0,-2.0,2.0,2.0
1289,2022-05-02,0,0.0,0.0,0.0,0.0
1304,2022-05-02,11,12.0,0.0,12.0,-3.0
1305,2022-05-02,15,9.0,-4.0,13.0,-11.0
1306,2022-05-02,0,0.0,0.0,0.0,0.0
1323,2022-05-02,4,0.0,0.0,0.0,0.0
1336,2022-05-02,39,33.0,-18.0,51.0,20.0
1866,2022-05-02,5,3.0,3.0,0.0,-2.0
1867,2022-05-02,2,0.0,0.0,0.0,-6.0
1899,2022-05-02,0,12.0,6.0,6.0,-1.0
1900,2022-05-02,0,0.0,0.0,0.0,0.0
1902,2022-05-02,2,0.0,0.0,0.0,-10.0
1916,2022-05-02,0,0.0,0.0,0.0,0.0
1917,2022-05-02,4,5.0,0.0,5.0,0.0
1918,2022-05-02,3,5.0,2.0,3.0,-2.0
1939,2022-05-02,1,4.0,2.0,2.0,-5.0
1960,2022-05-02,0,0.0,-1.0,1.0,-1.0
1993,2022-05-02,0,0.0,0.0,0.0,0.0
2048,2022-05-02,2,0.0,-1.0,1.0,-1.0
2071,2022-05-02,1,3.0,3.0,0.0,0.0
2097,2022-05-02,1,1.0,1.0,0.0,0.0
2098,2022-05-02,1,0.0,0.0,0.0,0.0
2099,2022-05-02,0,1.0,1.0,0.0,0.0
2101,2022-05-02,0,0.0,0.0,0.0,0.0
2102,2022-05-02,0,1.0,1.0,0.0,-1.0
2103,2022-05-02,0,1.0,1.0,0.0,0.0
2117,2022-05-02,0,0.0,0.0,0.0,0.0
2122,2022-05-02,0,0.0,0.0,0.0,0.0
2126,2022-05-02,63,43.0,9.0,34.0,9.0
2138,2022-05-02,8,125.0,119.0,6.0,1.0
2142,2022-05-02,0,10.0,-1.0,11.0,6.0
2158,2022-05-02,0,0.0,0.0,0.0,-1.0
2163,2022-05-02,20,17.0,-9.0,26.0,-15.0
2166,2022-05-02,0,0.0,0.0,0.0,-13.0
2178,2022-05-02,8,19.0,15.0,4.0,-3.0
2184,2022-05-02,5,0.0,0.0,0.0,0.0
2190,2022-05-02,0,0.0,0.0,0.0,-1.0
2191,2022-05-02,0,0.0,0.0,0.0,0.0
2193,2022-05-02,8,9.0,8.0,1.0,-6.0
2227,2022-05-02,0,0.0,-1.0,1.0,-1.0
2251,2022-05-02,0,7.0,6.0,1.0,-14.0
2252,2022-05-02,4,5.0,3.0,2.0,-19.0
2253,2022-05-02,0,0.0,0.0,0.0,0.0
2270,2022-05-02,4,8.0,8.0,0.0,0.0
2276,2022-05-02,1,1.0,1.0,0.0,0.0
2277,2022-05-02,0,0.0,-2.0,2.0,2.0
2279,2022-05-02,0,0.0,0.0,0.0,0.0
2292,2022-05-02,0,0.0,-3.0,3.0,3.0
2293,2022-05-02,0,2.0,2.0,0.0,-5.0
2309,2022-05-02,10,20.0,11.0,9.0,-11.0
2317,2022-05-02,0,0.0,0.0,0.0,0.0
2323,2022-05-02,7,10.0,6.0,4.0,-11.0
2331,2022-05-02,0,0.0,0.0,0.0,0.0
2333,2022-05-02,271,256.0,117.0,139.0,-139.0
2334,2022-05-02,0,0.0,0.0,0.0,0.0
2343,2022-05-02,176,227.0,106.0,121.0,9.0
2367,2022-05-02,0,0.0,0.0,0.0,0.0
2387,2022-05-02,0,0.0,0.0,0.0,0.0
2389,2022-05-02,0,1.0,1.0,0.0,0.0
2401,2022-05-02,8,5.0,-27.0,32.0,1.0
2402,2022-05-02,4,0.0,-3.0,3.0,-1.0
2403,2022-05-02,0,0.0,-2.0,2.0,2.0
2409,2022-05-02,0,0.0,0.0,0.0,-1.0
2410,2022-05-02,0,0.0,0.0,0.0,0.0
2412,2022-05-02,0,0.0,0.0,0.0,-3.0
2419,2022-05-02,4,6.0,-3.0,9.0,1.0
2420,2022-05-02,6,2.0,2.0,0.0,-2.0
2425,2022-05-02,0,1.0,-2.0,3.0,0.0
2441,2022-05-02,3,0.0,0.0,0.0,-9.0
2447,2022-05-02,0,0.0,0.0,0.0,0.0
2448,2022-05-02,0,0.0,0.0,0.0,0.0
2450,2022-05-02,0,0.0,0.0,0.0,-2.0
2500,2022-05-02,3,4.0,1.0,3.0,-11.0
2514,2022-05-02,36,10.0,-14.0,24.0,-19.0
2529,2022-05-02,2,0.0,0.0,0.0,-2.0
2536,2022-05-02,8,3.0,3.0,0.0,-3.0
2537,2022-05-02,0,0.0,0.0,0.0,0.0
2551,2022-05-02,0,0.0,0.0,0.0,0.0
2552,2022-05-02,143,125.0,11.0,114.0,-54.0
2554,2022-05-02,0,0.0,0.0,0.0,-4.0
2555,2022-05-02,6,9.0,-4.0,13.0,9.0
2562,2022-05-02,2,1.0,-2.0,3.0,2.0
2571,2022-05-02,0,0.0,-6.0,6.0,6.0
2576,2022-05-02,11,0.0,0.0,0.0,0.0
2577,2022-05-02,20,18.0,18.0,0.0,0.0
2583,2022-05-02,0,0.0,0.0,0.0,0.0
2587,2022-05-02,72,108.0,59.0,49.0,-41.0
2589,2022-05-02,0,0.0,0.0,0.0,0.0
2592,2022-05-02,0,0.0,0.0,0.0,-6.0
2593,2022-05-02,0,0.0,0.0,0.0,0.0
2596,2022-05-02,14,18.0,-6.0,24.0,4.0
2607,2022-05-02,0,0.0,0.0,0.0,-3.0
2609,2022-05-02,0,0.0,0.0,0.0,-1.0
2610,2022-05-02,0,0.0,0.0,0.0,0.0
2614,2022-05-02,6,4.0,4.0,0.0,0.0
2615,2022-05-02,17,4.0,-8.0,12.0,2.0
2616,2022-05-02,0,0.0,0.0,0.0,0.0
2619,2022-05-02,14,5.0,-6.0,11.0,3.0
2623,2022-05-02,0,0.0,0.0,0.0,-2.0
2626,2022-05-02,0,0.0,0.0,0.0,0.0
2628,2022-05-02,0,0.0,0.0,0.0,0.0
2639,2022-05-02,36,13.0,10.0,3.0,-4.0
2641,2022-05-02,0,0.0,0.0,0.0,0.0
2644,2022-05-02,6,6.0,4.0,2.0,-16.0
2645,2022-05-02,0,7.0,1.0,6.0,6.0
2648,2022-05-02,1,1.0,0.0,1.0,-2.0
2656,2022-05-02,0,0.0,0.0,0.0,0.0
2659,2022-05-02,0,1.0,1.0,0.0,0.0
2667,2022-05-02,7,4.0,-12.0,16.0,10.0
2668,2022-05-02,0,0.0,0.0,0.0,0.0
2670,2022-05-02,0,0.0,0.0,0.0,0.0
2679,2022-05-02,0,0.0,0.0,0.0,0.0
2680,2022-05-02,0,5.0,2.0,3.0,-6.0
2694,2022-05-02,0,0.0,0.0,0.0,0.0
2699,2022-05-02,0,1.0,-4.0,5.0,1.0
2715,2022-05-02,5,17.0,10.0,7.0,-9.0
2722,2022-05-02,0,7.0,-1.0,8.0,-1.0
2727,2022-05-02,0,0.0,0.0,0.0,0.0
2733,2022-05-02,1,0.0,0.0,0.0,0.0
2735,2022-05-02,0,0.0,0.0,0.0,0.0
2739,2022-05-02,0,0.0,0.0,0.0,0.0
2748,2022-05-02,0,3.0,3.0,0.0,0.0
2750,2022-05-02,0,0.0,0.0,0.0,0.0
2751,2022-05-02,0,0.0,0.0,0.0,-6.0
2753,2022-05-02,0,0.0,0.0,0.0,-2.0
2756,2022-05-02,0,0.0,0.0,0.0,0.0
2757,2022-05-02,8,6.0,6.0,0.0,0.0
2763,2022-05-02,15,3.0,-3.0,6.0,-4.0
2782,2022-05-02,0,0.0,0.0,0.0,0.0
2784,2022-05-02,0,0.0,0.0,0.0,0.0
2785,2022-05-02,4,0.0,0.0,0.0,0.0
2788,2022-05-02,6,41.0,41.0,0.0,-26.0
2795,2022-05-02,0,0.0,0.0,0.0,0.0
2796,2022-05-02,6,0.0,0.0,0.0,0.0
2800,2022-05-02,0,0.0,0.0,0.0,0.0
2807,2022-05-02,0,0.0,0.0,0.0,0.0
2819,2022-05-02,0,0.0,0.0,0.0,0.0
2824,2022-05-02,0,0.0,0.0,0.0,0.0
2829,2022-05-02,0,0.0,0.0,0.0,0.0
2830,2022-05-02,0,0.0,0.0,0.0,0.0
2832,2022-05-02,0,0.0,0.0,0.0,0.0
2833,2022-05-02,0,0.0,0.0,0.0,0.0
2834,2022-05-02,0,0.0,0.0,0.0,0.0
2835,2022-05-02,0,0.0,0.0,0.0,0.0
2836,2022-05-02,0,6.0,6.0,0.0,0.0
2837,2022-05-02,1,5.0,-2.0,7.0,5.0
2842,2022-05-02,0,5.0,5.0,0.0,0.0
2849,2022-05-02,2,0.0,-3.0,3.0,1.0
2903,2022-05-02,11,2.0,-8.0,10.0,8.0
2906,2022-05-02,7,3.0,-2.0,5.0,-1.0
2907,2022-05-02,0,0.0,-1.0,1.0,1.0
2911,2022-05-02,0,0.0,-9.0,9.0,4.0
2912,2022-05-02,7,9.0,4.0,5.0,-2.0
2914,2022-05-02,0,0.0,0.0,0.0,0.0
2915,2022-05-02,1,8.0,7.0,1.0,1.0
2916,2022-05-02,0,0.0,0.0,0.0,0.0
2917,2022-05-02,2,0.0,0.0,0.0,-1.0
2923,2022-05-02,0,0.0,0.0,0.0,-4.0
2970,2022-05-02,0,0.0,0.0,0.0,0.0
2975,2022-05-02,0,0.0,0.0,0.0,0.0
2978,2022-05-02,8,6.0,-6.0,12.0,9.0
2995,2022-05-02,8,4.0,4.0,0.0,0.0
2999,2022-05-02,113,0.0,0.0,0.0,-1.0
3005,2022-05-02,0,0.0,0.0,0.0,0.0
3013,2022-05-02,28,50.0,36.0,14.0,-30.0
3034,2022-05-02,0,0.0,0.0,0.0,0.0
3035,2022-05-02,0,5.0,-6.0,11.0,11.0
3037,2022-05-02,4,6.0,3.0,3.0,0.0
3042,2022-05-02,24,12.0,11.0,1.0,-1.0
3044,2022-05-02,53,43.0,-16.0,59.0,8.0
3046,2022-05-02,25,13.0,2.0,11.0,-10.0
3047,2022-05-02,5,1.0,-1.0,2.0,2.0
3054,2022-05-02,0,1.0,1.0,0.0,0.0
3055,2022-05-02,0,1.0,1.0,0.0,0.0
3056,2022-05-02,0,1.0,1.0,0.0,0.0
3057,2022-05-02,0,3.0,3.0,0.0,0.0
3058,2022-05-02,0,4.0,4.0,0.0,-1.0
3059,2022-05-02,0,2.0,2.0,0.0,0.0
3060,2022-05-02,0,1.0,1.0,0.0,0.0
3061,2022-05-02,0,0.0,0.0,0.0,0.0
3062,2022-05-02,0,10.0,10.0,0.0,0.0
3064,2022-05-02,1,2.0,2.0,0.0,0.0
3065,2022-05-02,0,0.0,0.0,0.0,-2.0
3068,2022-05-02,0,0.0,0.0,0.0,0.0
3069,2022-05-02,0,0.0,0.0,0.0,0.0
3070,2022-05-02,0,0.0,-3.0,3.0,3.0
3076,2022-05-02,0,0.0,0.0,0.0,0.0
3080,2022-05-02,0,0.0,0.0,0.0,0.0
3083,2022-05-02,5,2.0,-1.0,3.0,-2.0
3094,2022-05-02,7,20.0,10.0,10.0,-10.0
3098,2022-05-02,6,22.0,-1.0,23.0,-3.0
3105,2022-05-02,1,2.0,-2.0,4.0,4.0
3111,2022-05-02,4,0.0,0.0,0.0,0.0
3112,2022-05-02,0,0.0,0.0,0.0,0.0
3114,2022-05-02,0,0.0,0.0,0.0,0.0
3116,2022-05-02,0,0.0,0.0,0.0,0.0
3117,2022-05-02,0,0.0,0.0,0.0,0.0
3119,2022-05-02,195,136.0,-77.0,213.0,9.0
3122,2022-05-02,0,0.0,-12.0,12.0,6.0
3124,2022-05-02,0,4.0,4.0,0.0,0.0
3141,2022-05-02,0,0.0,0.0,0.0,0.0
3142,2022-05-02,2,0.0,0.0,0.0,-2.0
3147,2022-05-02,11,0.0,-2.0,2.0,-2.0
3149,2022-05-02,0,0.0,0.0,0.0,0.0
3152,2022-05-02,0,0.0,0.0,0.0,-3.0
3153,2022-05-02,2,23.0,19.0,4.0,-5.0
3155,2022-05-02,406,337.0,-125.0,462.0,-187.0
3156,2022-05-02,0,2.0,2.0,0.0,0.0
3157,2022-05-02,37,36.0,5.0,31.0,8.0
3159,2022-05-02,0,0.0,0.0,0.0,0.0
